dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),13,0.188022,0.946,,1196.336,91.991,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),14,0.179851,0.9494,,1290.194,88.25,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),15,0.17144,0.9513,,1374.405,78.61,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),16,0.164949,0.953,,1452.781,72.825,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),17,0.158974,0.9546,,1546.718,88.38,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),18,0.151473,0.9572,,1637.722,85.313,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),19,0.146409,0.9588,,1732.54,89.27,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),20,0.140608,0.9616,,1827.361,89.251,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),21,0.136678,0.9625,,1927.625,94.783,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),22,0.131576,0.9647,,2015.49,82.026,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),23,0.127787,0.9641,,2110.308,89.14,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),24,0.12402,0.9657,,2206.808,90.831,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),25,0.119388,0.9675,,2301.399,89.035,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),26,0.116684,0.968,,2396.302,89.247,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),27,0.112744,0.9689,,2483.797,81.937,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),28,0.10985,0.9692,,2575.686,86.213,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),29,0.108031,0.9692,,2667.689,86.336,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),30,0.104561,0.9704,,2749.395,76.074,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),31,0.101949,0.9713,,2840.169,85.211,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
