dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),46,0.029808,0.99,,5664.834,118.392,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),47,0.029359,0.9902,,5791.568,122.402,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),48,0.02926,0.9902,,5923.675,127.825,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),49,0.029216,0.9902,,6042.983,115.032,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),50,0.029442,0.9904,,6171.896,124.648,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),1,0.165912,0.9506,,126.511,122.203,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),2,0.110994,0.9658,,256.447,125.628,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),3,0.086225,0.9718,,382.47,121.708,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),4,0.072698,0.9765,,498.343,111.587,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),5,0.06353,0.9798,,630.742,128.118,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),6,0.057494,0.9818,,760.657,123.178,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),7,0.053239,0.9826,,899.322,134.356,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),8,0.050371,0.9831,,1032.954,129.337,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),9,0.047476,0.984,,1162.202,124.941,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),10,0.045211,0.9846,,1279.437,113.76,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),11,0.043411,0.9847,,1387.438,104.43,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),12,0.041549,0.9853,,1494.167,103.254,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),13,0.040129,0.9861,,1594.175,96.536,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),14,0.039834,0.9868,,1697.516,99.83,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),15,0.038194,0.9873,,1793.444,92.236,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),16,0.037557,0.9873,,1901.564,104.431,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),17,0.037013,0.9875,,2018.791,113.441,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),18,0.035998,0.9875,,2129.677,107.058,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),19,0.036158,0.988,,2240.339,106.799,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),20,0.035185,0.9884,,2354.409,110.169,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),21,0.035179,0.9884,,2469.719,111.394,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),22,0.03464,0.9885,,2582.699,109.017,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),23,0.034012,0.9889,,2699.04,112.381,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),24,0.033484,0.9887,,2797.998,94.948,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),25,0.033358,0.9893,,2911.594,109.66,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),26,0.03309,0.9892,,3027.33,111.767,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),27,0.033104,0.9886,,3140.097,108.43,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),28,0.032535,0.9888,,3258.442,114.368,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),29,0.032192,0.9893,,3382.11,119.621,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),30,0.031505,0.9894,,3497.431,110.896,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),31,0.031411,0.9896,,3610.785,109.264,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),32,0.031227,0.9899,,3723.633,108.772,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),33,0.031284,0.9899,,3838.464,110.798,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),34,0.031008,0.9899,,3958.244,115.7,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),35,0.030816,0.9898,,4075.149,112.803,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),36,0.030729,0.9898,,4187.062,107.822,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),37,0.030157,0.9895,,4308.097,116.954,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),38,0.029952,0.9899,,4436.94,124.745,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),39,0.030208,0.9899,,4561.587,120.486,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),40,0.029672,0.9901,,4670.583,104.88,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),41,0.030212,0.9899,,4799.499,124.771,0.01,32,4.951916,0.918765,3.941996,0.94222,0.032079,10.786977
